location,lat,lon
לידיעת השואלים על  שושן צחור,,
בשלולית יער חדרה,32.42835475,34.89551317
שפע של פריחות בנחל כזיב,,
החרמון בשיא פריחה סוף אפריל 2022,,
פריחות ביער אודם סוף אפריל 2022,,
עין-חוד  בכרמל,32.6770088,34.9531216
"השתתפו באירועי קק""ל ביום העצמאות",,
פריחות בשולי מטע  בדרום  יער בן-שמן,,
כרכום חורפי ביער שגב,,
נרקיסים החלו לפרוח בנחל חצץ,,
פריחות בהר כרמילה ונחל כסלון,,
משטחי כרכום צהבהב,,
סתונית טוביה פורחת בדרום,,
פריחות בפארק איילון ( קנדה),,
מצוק  ה40,,
אזור דרום הכרמל,32.737043,34.966128
ביער חורשים,32.7696715,35.0075213
ביקיה לא מזוהה,,
מגרש הגולף בגעש,32.8440285,35.8073845
פרגת ארם צורבא,31.9723994,34.7668697
סרטון על היחנוק,32.1671294,34.8589676
איריסים ועוד בדרום הגולן ובגליל,,
שלולית דורה,,
דיווח מאחו בנימינה,32.5217707,34.9468705
גן איריס - כפר יהושע,,
איריס הדור ליד מלכיה,31.9368582,34.7950647
ביער אילנות,31.7239248,35.1081862
ביער נתניה,32.29380985,34.86319305
האווירון טס,,
בקעת הירדן-אום זוקא,,
לוע הארי,30.6406923,34.9501922
דובדבן שגולן בשיאה,,
טיול בין שורשים לצורית,,
מעלה גולני בעליה לחרמון,,
פריחות בסיבוב איציק בעליה לחרמון,,
פריחות בחרמון ב 15.4.,,
פריחות בקיבוץ לביא,31.9056288,34.80292465
צד הדרומי של יער בן שמן,31.9478017,34.8112394
27.4.2029 פריחות מדבריות באזור מכתש רמון⁦🏜️⁩-,,
סחלבים באיזור הר הטייסים/נחל שורק,,
שנק החור ש,32.6728807,35.0728793
פריחות במסלול נחל יחיעם,,
קפיצה לכרמל : כבר פורחת דבורנית שחומה ועוד,,
פריחות יפות בכרמל,,
בתל לכיש,32.0097839,34.7591178
יער  ראש העין,32.09783675,34.97289274
פריחות בדרום באיזור ים המלח,,
כרכום חורפי,,
אוסף פריחות מהדרום,,
בבורות לוץ ובור חמת - 03-01,,
מבחר מצמחי הערבה 1.1.20,,
פרוזדרו ירושלים,,
סחלבים ושום שחור,,
פרגים וחרציות ברמות מנשה,,
סחלבים בהר כנען,,
החלה נפית כפופה,32.0638498,34.7814903
הר חרמון,33.3177984,35.8036065
בשביל הפיסגה בהר מירון,,
סחלבים בהר שלמון,,
סחלבים ועוד בשביל הדסה,,
הר קטע ובחרמון,30.8750168,34.834897
איך מבדילים בין סיתוונית כרכום וחלמונית,,
סיור רותם בנחל ערוגות עליון,,
חלמונית גדולה הר נמרון,,
חלמניות בלהבים,,
חלמוניות זעירות,32.5156436,35.0028514
כרום חורפי,32.1083218,34.9618079
אחילוף הנגב,,
חבצלות החוץ ממשיכות לפווח לאורך החוף,,
שום סתווי החל לפרוח בכרמל,,
חצב גלוני פורח בהמוניו,,
סיתוונית הקליפות החלה לפרוח,,
חצבים חצבים,31.2547219,35.221603
הגיעו לוחות שנה פרחוניים חדשים,,
החצבים כב רפורחים בחירבת קרתא,,
מלפפון הנביאים,,
מרבדי תורמוס ההרים,31.6816446,34.9751191
רקפת יוונית בהר שזור ועוד,,
מישור ימין ומעלה עקרבים 14.02.12,,
צעדת הבקעה נדחית,,
"כלניות כלניות אדמדמות סגולות ולבנות,",,
מרבדי רקפות בחורשה בטל-שחר,,
לכבוד חג האהבה - חגיגת שקדיות,,
לילה לילה מסתכלת הלבנה,32.1337243,34.838855
דמסון כוכבני,,
פריחות ומפלים בגולן,,
תל חברון - איריס ארצישראלי,,
יחנוק המלחות פורח ביטבתה,,
שווה לראות ולהריח,,
ליד תחנת הדלק בקניון מול זכרון,,
חמניה פולשת,,
חמנית בר במשגב בגליל התחתון,,
חנית בר,31.6784218,34.5826385
בצלציה ארצישראלית,,
איריס טוביה,30.5063492,34.6256142
עיריות פורחות ברמת הנדיב,,
פריחה ליד מלי פרוד,,
פריחות בחזקה,,
בצלצייה משטחים שלמים,,
ניוזלטר ובו חידה נושאת פרסים,,
חצבים כבר פורחים,,
מתקה טובענית,,
חצבים בעתלית,,
אגמון שרוע,,
חצב באוגוסט,,
הפינה הלחה,,
סיתוונית ברכס בשנית בגולן,,
סיתוונית ירושלים החלה לפרוח,,
בהר מירון,,
חצבים עדיין פורחים,,
בן חצב סיתווני,32.7268361,35.0224881
פריחות ביער המגינים,,
חלמוניות החלו לפרוח,,
פריחה המונית של חבצלת הנגב בשיא,,
"ירושלים, רוגם גנים - 15-03-19",,
איריס הגלבוע בגולן,32.4327778,35.4175
איריסים פורחים,,
אוןם זוקה בבקעה,32.7114394,35.1260819
פריחה ליד חמדת,,
נחל דישון תיכון,33.0456624,35.6001998
פריחות בנגב היום 9.3.2013,,
איריס ירוחם,30.9512157,35.0795174
סחלבים בעין אלון,32.7728223,35.01279455
סחלבים ברכס תורען,,
שמורת פולג - גדה צפונית,,
""" גן איריס ""  ,,  גן בוטני",32.2943555,34.90044706
יער בן-שמ,31.93594675,34.95979828
תל שירוחן,32.7038969,35.2141406
כלניות  מוזרות ומוטציות,,
אתמול בשדות גלילות,,
אירוס הביצות פורח באזור כפר יהושע,,
כלניות בדרום,,
נגב מערבי,31.4349833,34.5886069
תורמוס ההרים פורח בבקעה,,
מרבדי פריחה צפוניים,,
בתוך הירוק הכללי ובין גדמי העצים,,
"ציפורן הלבנון, חרמון, 26.6.19",,
החרמון עדיין פורח - חלק ב',,
החרמון עדיין פורח.. 19.6.19,32.0697043,34.7836977
פורחים ברמת הגולן 12.6.19,,
חלוק זוהרי בירושלים,,
מצוק הכורכר חוף נוף ים,,
פריחות בחרמון סוף מאי,,
פריחות ביער עופר בכרמל (שביל הבריחה),,
פריחות בחולות קיסריה,,
סיתוונית התשבץ פורחת ברכס חזקה,,
סתווניות בכירות ועוד,,
שום סתווי,,
קוצן קיפח ועופרית אירופית,,
חבצלות החוף,32.4711677,34.9460356
""" גן איריס "" , גן בוטני , כפר יהושע",,
חצבים ליד מוזוליאום במזור,,
"פארק מקורות הירקון, 11.09.13",,
סייפנים ונוריות ומה לא,,
גבעת אלון התבור,32.144716,34.8365261
צפון,32.120636,34.9344635
טופל אדום,,
יחנוק המדבר,30.9272222,35.0708333
מוחרקה,32.6733485,35.0880043
"הצבעונים באנדרטת ""מגילת האש""",,
לשון-פר מזרחית,32.8291518,35.0649856
בין תל ערד ותל קריות,32.0131225,34.7511813
גביעונית הלבנון בנחל ראש פינה,,
אירוסים וכל השאר,32.1883544,34.95262339
חוף הגליל,33.0108471,35.4386655
פריחות בנחל אלכסנדר,,
"7,5,2016,ירידה מנבי חזורי לבניאס",,
חרמון התיכון,,
שושן צחור בקרן ברתות,,
פריחות בשביל נופי נחל שורק,,
פריחות בהר יעלה בדרך למערת הנטיפים,,
אזור יער בן-שמן,31.9522788,34.921944
נווה עובד פוריה טבריה – צומת גולני,,
שלוליות רמת הגולן,33.0105642,35.74953197
פריחות בנחל המערות,,
"סתווניות, ומעט כרכומים",,
פארק קנדה וביער אשתאול,,
פריחות ופירות בגולן,,
נרקיס סתווי במעגן מיכאל,,
"נרקיסים, סתווניות היורה ורקפות",,
"כרכומים, סתווניות, נרקיסים",,
פריחות בחורשת ומצוק הארבעים,,
סיתונית היורה  ברמת הנדיב,,
ירושלים - רוגם גנים  - 24-3,,
פריחות באיזור יער בן שמן,,
איריס הגלבוע מעל  שמורת סוסיתא,,
איריס הדור פורח כבר,31.8022414,35.0786501
ספר המדבר ליד מנזר מר-אליאס,,
סחלב איטלקי בגולן,,
כביש 70 פורדיס-צומת אליקים,,
פריחה לצידי כביש 6,,
צבעונים בחוף הבונים,,
צמח חדש באתר : חזרזרת מחוספסת,,
הזוכים הפרסים בהפנינג שנערך בטו'בשבט,,
פריחות בפאתי יער בן-שמן,,
פואנית איטלקית,,
פריחות מיוחדות בחוף דור הבונים,,
געדה מזרחית בהר בנטל,,
קערורית סגולה בכרמל,,
"אירועי קק""ל לכבוד שבועות",,
"פריחות בתל קריות , איבי הנחל וקרית ארבע",,
קצח השדה נפתח,32.06291545,34.76950723
פריחות בנחל עמוד,,
מרבדי כרמליות בסביבת כורזיים,,
כלניות במנחת מיגדו,32.5940031,35.2369536
סחלב מצוייר,,
ביצות חדרה ואלקנת צבעים באולגה,,
מקור חסידה תמים,31.7878826,35.2225397
איריסים בגבעות הכורכר נס ציונה,31.9312849,34.785557
אדומים בגן בגעש,32.6230967,35.5634372
משוט בחרמון,,
קוצן גיארדו,,
נטופית רפואית,,
הבאסה בהרצליה,,
סרטון של אורי רוזנברג,,
בפאתי מודיעין,,
איריס ארצישראלי בכמוויות בפארק ארצות הברית,,
כלניות ועוד בתל-בית שמש,,
"פריחות בסרטבה,חוף הבנוים ובכרמל",,
דבורנית שחומה בהרי ירושלים 19.1.19,,
כלניות בבתרונות רוחמה,,
כלניות ואירוסים בשמורת פורה,,
בגבעות הכורכר נס ציונה,31.9312849,34.785557
איריס נצרתי בגבעת המורה,,
איריס הגלבוע התחיל לפרוח,,
סחלב פרפרני בהר עצמון,,
מעגן מיכאל גבעת הפרחים,31.6587339,34.5800241
גבעת נפוליאון,32.0916808,34.80790423
שמורת גדור,32.4249259,34.87438175
איריס נצרתי החל לפרוח,,
פריחות בחוף שיזף כינרת,,
פריחות בעין-נון מגדל,,
פריחות בחוף גינו כינרת,,
גבעת האשחרים מול ג'סר א זרקא,32.6896826,34.9428596
פריחות בנחל-רושרשי,,
נחל המערות בכרמל,31.4175707,34.5754561
פריחות בג'יסר א זרקא וגבעת האשחרים,,
גבעת אולגה ותל גדור,32.4289786,34.8752087
אלון מצוי,32.9906722,35.4114444
חיננית הבתה,,
זלזלת הקנוקנות פורחת בחורשי הגליל,,
נצרת,32.7,35.3083329
חלמונית גדולה  בראש פינה,,
מרסיה יפהפיה פורחת בחולות מישור החוף,,
נרקיסים ליד גלילות ובילבולים...,,
נרקיסים בגובה ענק,,
זהבית דמשקאי פורחת בכרמל,,
פריחה ליד ג'יסר -א-זרקה,,
שקדיות בכביש 444,,
הנגב הדרומי כבר משמעותית,31.5008204,34.7070398
כרבולת אדומית,,
פריחה ליד קיבוץ דליה,,
טל שחר,31.80506,34.9022119
סיתוונית הנגב עדיין פורחת,,
ארכובית סנגלית,,
דיווח פריחה מהגן של קלוד מונה,,
חגיגת אשבלים,,
יום בגליל העליון,32.9243318,35.0864791
ברכת דורה 10.06.13,,
"""גן איריס "" , כפר - יהושע",,
עוד מהגן בגעש,,
שלוחת נוצה ונחלים סמוכים,,
סיתוונית התשבץ,,
החלה  סיתוונית התשבץ,,
חלומות בהקיץ,,
נר הליל בבת גלים,,
כלניות בכל הצבעים,32.804655,34.979692
רקפות וכלניות שלא פורחות...,,
"נרקיסי נ, מסעד",30.9894199,34.8569603
בבריכת צ'רטה פורחות נוריות המים,,
פריחות בביצת נוב,31.700773,34.6126188
פריחות בשרון ובכרמל,,
הדרום האדום 16.1.16,31.2382093,35.0673944
הצטרפן לרשימת החברים שלנו בפייסבוק,,
בכרמל,32.7285194,35.012722
רומולאה סגלולית,,
מצילות שנהב,,
בין נחל פיראן לתלכיד,,
שקדיות ראשונות בשמורת המסרק,,
דודאים ונץ חלב הררי בצומת השומרים,,
"אירוס הנגב, פריחה מלאה 20/02/16",,
אירוס הביצות בשמורת נוב,,
נוריות המים,31.96682695,34.82419138
התל-סכה בעיצומה,30.6614347,35.0837123
"ציבעונים,רקפות,כלניות ,נוריות ועוד  במעגן מיכאל",,
גן עדן,32.9883079,35.56998887
שקדיות בבוסתני גמזו,,
נחל חדב,30.4956481,34.925816
סחלב הגליל,32.711095,35.3136547
אירוס נצרתי בהר יונה,,
פריחה  בבתה מול לפיד,,
פריחות לאורך ציר המפלים בגולן,,
איריס השומרון בשומרון,32.3178798,34.9391291
פריחות באחו נב - סוף העונה...,,
בעליה לגולן דרך מבוא חמה,,
כלניות בחורבת שרישה,,
דודא,29.551796,34.9565457
"נרקיסים, חלמוניות לבנות ורקפות ביער צרעה",,
לופית מצויה ביער ראש העין,,
פריחות במרכז הר הנגב,,
רקפות בגבעת הצבעונים,,
רקפות בפארק יער שוהם,,
צללית הכלאיים,,
כלניות תחילת פריחה,32.6224279,35.1077328
חלמונית זעירה בשיא פריחה,,
נרקיס אפיל בשיא פריחה,,
חלמונית זעירה,32.5156436,35.0028514
כדן קטן פרחים - פעמוני הגשם פורחים!,,
פריחות בגני,31.681007,34.610007
סתוונית התשבץ בגולן,,
צפורן משתלשל,,
אין דרום אדום,32.2113762,34.9789972
פריחות בנחל יחיעם,,
השקדיה פורחת,,
טיול פריחה לסופשבוע זה,,
דיווחי פריחה של יואב גרטמן,,
פריחות בעין חדה,32.4291372,34.9444312
איריס הלבנון בגולן,32.135151,34.8368778
עמק נרקיסים בתל אביב,32.0285187,34.7561268
"צבעונים, רקפות ועוד בכורכרי החוף",,
איריס הנגב החל לפרוח,,
אוסף של פרחים נדירים באילת,,
שקדיות פרחות,,
איריס הארגמן פורח בקדימה,,
ביקור חטוף בשמורת חרוצים,,
כלניות ורקפות ביער ראש העין,,
9.02.16 נחלי מדבר יהודה - נחל יזרח ונחל רום,,
חלמוניות בצפון,,
פריחות ופירות בצפון,,
חלמונית גדולה בשביל הפסגה - הר מירון,,
קצר על פרשת השבוע - תולדות,,
רקפות פורחות בגלבוע,,
אחילוף הגליל וחלמונית זעירה,,
מה קורה בגבעת עדה ובאלוני יצחק,,
היכונו ל החצבים,32.0614541,34.76831655
בנחל אלכסנדר,,
זיפן ירוק חוגג בבקעת כנרות,,
געדה מלבינה,,
טיול  בדגש בוטני לארביז'אן,,
חופי הים,32.3842414,34.8710661
שיחות שיחים,,
חלמוניות בגן הבוטני,31.8695807,34.7362343
חלמוניות בנחל ראש פינה,,
שביל הקיסר - 4-11-2017,,
למחפשי החלמוניות - אתרי הפריחה עכשיו,,
אחילופים בגליל ובגולן 1.11.17,,
פריחה ליד בית הכנסת העתיק עין גדי,,
דולינת האשחר רכבל עליון,,
חרמון רכבל תחתון וטלטל,,
פריחות ברוגום גנים ירושלים,,
פריחות בגן בוטני גבעת רם,,
פריחות בבגן בוטני הר הצופם,,
שוליים גבוהים,,
אהל הגבישים,,
הגלריה הלבנה בגן הבוטני בר הצופים,,
כרמלית נאה,31.8903778,34.7781748
11.01.12 יער ראש העין,,
9.01.12 אריאל - בתה ים-תיכונית על גבעה סחופת רוחות,,
אזור תל קייפא,32.0236556,34.80810664
כרכומים ביער יוקנעם,,
חלמוניות בדרום,,
חלמוניות ביער להבים,,
נרקיסים ביער חורשים,32.7696715,35.0075213
מרבדי הפריחות העדינות בכרמל,,
אחלוף החורן,32.87907565,35.82242683
תודה לכל המדווחים,31.6386787,34.73967865
סתוונית היורה ובן חצב סתווני,,
"צבעוני ההרים, כלנית מצויה, שלח, רקפת",,
איזור ראשון לציון - נס ציונה,31.9408412,34.8149993
פריחות בדרום הבקעה,,
דווחי פריחה,,
פריחות ביער קהילתי ראש העין,,
פריחה ליד מעלה אפרים,,
"בשוקדה ""דרום אדום""",32.2307403,34.9903471
שמורת פורה (המשך),31.4966619,34.77526577
בדרך לשוקדה עצרו בשמורת פורה,,
ברמת הנדיב,,
פריחות בפורה,,
יער מגינים ויער טל שחר,,
כלניות באזור יער בן שמן,31.9478017,34.8112394
מרווה משולשת,,
סחלב השקיק פורח,,
שמורת אלוני קדימה 20/01/12,,
"דיווח מהשתלמות רת""ם בכרמל, 19.1.12",,
חולות החוף באזור חדרה,,
החלה  הכלניות בדרום,,
שמורת בני-ציון 18.01.12,,
פריחות צפוניות- שקד ועוד,,
פריחה לחופי הכנרת,,
שיא הכרמל,32.0113661,34.7608789
ברוניקה סורית בשיאה,,
כליל,32.9855303,35.2004778
"נ,תבור-מכפר קיש קניון הבזלת-גשר,",,
לב הרצליה,32.1704836,34.7998277
אגס סורי החל לפרוח בגבעת שר,,
כלניות סגולות וקדד גדול פרי ברמות מנשה,,
צבעונים רבים וסחלב פרפרני בגבעת העיזים בחיפה,,
גביעונית הלבנון פורחת ביער בית קשת,,
פריחות בדרך נוף הר טורען,,
פריחות במחלף גולני,,
נחל חלילים-ליפתא,31.8047578,35.1629682
כביש 395 וכביש 386,31.772833,35.153612
מרווה מנוצה,,
אבטיח הפקועה,,
איריס השומרון,32.3178798,34.9391291
יער בקרבת מחנה נטפים,,
רימונית הלוטם בכרמל,,
אזוביון דגול,,
כלניות ןאיריס ארץ ישראלי,32.0720506,34.8110551
טיול השבוע אל גבעות הכורכר בנס ציונה,,
בקיבוץ יסעור,,
כלניות ורקפות,,
פריחות בסרטבה,,
כלניות צבעוניות בפארק עמק השלום יקנעם עילית,,
29.1.2020,32.6912692,35.2991395
וחצב מצוי,,
החלה  חצב גלוני,32.981953,35.5491677
חצבים כבר פורחים במקומות רבים בארץ,,
"הזמנה לסדנת ליקוט ב 2.9 בשעות אחה""צ",,
טו באב שמח- הזמנה לליקוט של צמחים באהבה,,
הקוץ קוצן קיפח,,
פריחות בחוף מעגן מיכאל,,
פריחות בברכת יער חדרה,,
שחליים עדינים,,
מישוייה פעמונית פורחת בנחל צלמון,,
שומרון - ואדי שיבן,32.812534,35.0033652
"אספסת תרבותית,  עלקת א""י  ועוד מאת דוד פורת",,
שושן צחור - רכס פקיעין -23 מאי 2013,,
רמת הנדיב 21.5.13,,
העצים בגליל,,
דבורנית צהובה וסחלבים ביער ביריה,,
מצלמים פרחים,,
איריס הגלבוע עדיין פורח,,
פריחות בעמק,,
דם המכבים פורח בכרמל,,
בשמורת חרוצים,,
יום ראשון,31.9601074,34.79369748
יום שבת,29.5541675,34.94055957
יום שישי,31.9812058,34.8098705
האדמוניות עדיין לא,,
בין חניון דליות להר יונתן,,
כמות גדולה של בן חצב יקינטוני במורדות נחל שילה,,
איריס שומרוני -הדור,32.9183881,35.2212108
פריחות ברכס הכורכר נס ציו נה,,
פריחות בדרום ובבקעה ב 17.3 .2019,,
אגס סורי ביער בית קשת,,
עירויוני צהוב בורות לוץ,,
אירוס הנגב בשביל השדות ובין סופה לניר יצחק,,
אירוס שחום וצהוב,,
שמורת יקום - בן חצב יקינטוני,,
טיול רטוב בגולן,,
חולות קיסריה,32.4840778,34.9077683
סתווניות היורה בשביל בורגין עדולם,,
פריחה של כתלה חריפה,,
פרחי סתו גבעת עדה ואלוני יצחק,,
"רומוליאה צידונית ועוד בכרם מהר""ל",,
יקינתון מזרחי בקרני חיטין,,
גבעת  התיתורה,31.90264415,35.02060004
אירוס ארץ ישראלי במעגן מיכאל,,
"רומוליאה צידונית, איריס א""י, חיננית הבתה",,
מזרחית לבית שמש,32.8233883,35.0708336
רומולאה צידונית,,
בפארק איילון מזרח,32.09067135,34.79658928
חלמונית גדולה בואדי קיס.,,
עפרה,32.15316485,34.84308096
פריחות לפני הגשם (1) חרמון,,
פריחות לפני הגשם (2),,
רקפת סתווית פורחת במקומות שונים בארץ,,
דמיה לבידה פורחת בנחל בוקק עליון,,
אירוסים נרקיסים וסתווניות.,,
חלמוניות במצפה רחבעם,,
החלה השביל הגביעוניות,,
נרקיסים וסיתווניות,,
פריחה סתווית בשפלה ובהרי ירושלים,,
חלמוניות פורחות בתבור,,
מה שהוא יפה,32.0599478,34.809374
פריחות בנחל כמוס,,
שקדיות לאורך כביש 38 בחבל עדולם,,
פריחות יפות,,
פריחה מול אזור התעשיה עומר,32.09346685,34.86499315
מכתש הגדול,30.9397766,34.98269302
הר אבנון  מול המכתש הגדול,30.9707897,34.9795932
פריחות בחוף בצת,,
פריחות ליד שבי ציון,30.8845272,35.1420612
חלמוניות ראשונות,,
מקבצי חצבים באזור משמר הירדן,,
פריחה מסיבית של  נענע משובלת,,
החלה  סתוונית התשבץ,,
השקדיות,,
איריס הארגמן בשיא,32.2925161,34.9076237
פאתי מודיעין-ח.נכס ובית ענבה,,
דרום אדום,32.2307403,34.9903471
חורבת תנים נחןשה,31.623934,34.9655466
משטחי כלניות לבנות בסובב יסעור,,
צבעונים החלו לפרוח בחוף הבונים,,
פריחות באזור ירקעם,,
"שקדיות באיזור ראשל""צ - רחובות",,
פריחות מהממות בצפון ים המלח 2,,
בכביש 90 ליד ים המלח חגיגית פריחות,,
רקפות בהמוניהן,,
פריחות בנחל ניצנה,,
פריחות בעיזוז בדרום,,
שיא של שדקיות,31.8777084,34.7982712
קרן הכרמל 8.12.14,,
8.12.15 אריאל - בתה מדרום לעיר,,
נרקיס כרכום רקפת,32.642607,35.335927
יקינטון מזרחי,32.7994289,35.4605084
טיולים לתחילת החורף,,
"יער הקדושים, אשתאול",31.7706338,35.04190076
זהבית שרונית,,
איריס טוביה פורח בהר הנגב,,
מיער אמציה,,
מספר הטלפון הנכון של אבנר אברהם,,
פריחות בתל סוכה,,
"הר איתן: רקפות, עיריות, דבורנית, סחלב פרפרני",,
חבצלת קטנת פרחים בקרית טבעון,,
בן חצב סתווני,32.7268361,35.0224881
סיתווניות החלו לפרוח,,
סתוונית במצפה רמון,32.1558412,34.8789661
ערידת הביצות,,
המוני חצבים פורחים בתל חדיד,,
אצבע הגליל 23.9.11,,
"נחל שניר, נחל גובתה ומבצר נמרוד",,
כחילית ההרים למרגלות אנדרטת הנגב,,
דיווחי פריחה הר טייסים וגבעת יערים,,
גבעת יערים סמ''ש כחול,32.1505469,34.8337861
תערוכה של פרחי בר ישראלים בדאלאס,,
הר טייסים (באזור המותר לביקור),,
אגרוסטמת השדה-פריחה,,
דבורנית גדול,32.7145194,35.0141886
היום באריאל,29.4975391,34.91316497
רכס אצבע בכרמל,,
פריחות בישוב חריש,,
שנית מתפתלת בעין עדעד ועוד,,
רכס יודפת 16/3,32.75411205,35.10831352
פריחה אגס סורי,,
הר ברכה,31.6734897,34.5735834
אביב בראש פינה,32.0929877,34.79730688
חבלבל רפואי ליד האירוס ההדור,,
אירוס הדור ליד מלכיה,30.9436545,34.40004199
סחלב אנטולי-אלבינו,,
אירוס שומרוני,32.7058739,35.3207218
לוע ארי גדול,32.9606201,35.0954187
פריחות במירון ובחרמון,,
פריחות בשביל שחור : נס הרים עד מערת שורק,,
מנחת מגידו ( יער כלנית ),,
צבעי שלכת גם במישור החוף,,
רקפות יווניות ואירוס הלבנון ביער אודן,,
מרבדי נרקיסים גדולים בשמורת נוב שבגולן,,
כלניות ועוד,,
רקפות - יער יהדות תימן,,
חלמוניות וכרכום גריידו בנחל מחניים,,
פורחים בנגב 4.12.19,,
חלמוניות ליד להבים,31.3693185,34.8052388
גאופיטים ברמת הגולן 27.11.19,,
"סתוונית ירושלים בצומת גלוני, גליל תחתון 27.11.19",,
מלפפון הנבייאם פורח ליד פוריה,,
איריס הסרגל החל לפרוח בכרמל,,
פריחות בגליל העליון,,
כף אווז אדומה מאת דוד פורת אפיקים,,
פריחות בסרטבא,,
כלניות ראשונות במגידו,,
מליוני רקפות בהר העגול,,
בעליה מעין גב,31.773235,35.2368303
רקפת יוונית כבר פורחת,,
נרקיס אפיל  בחוף הכרמל,,
אחילוף החורן בגולן ועוד,,
חלמונות בשיא ירוחם,30.9792723,34.8905856
משתתפים בצער חברנו דרור מלמד,,
המשך דיווח מנאות קודמים,,
טופל אדום מציץ בדרום,,
פריחות בנאות קדומים (המון שקדיות...),,
פריחות בהרי היודה,,
צילומי פריחה,,
תחילת העונה ביער מטע,,
חרצית דביקה,,
בין תל שכה לצומת האלה,32.0329085,34.8587535
כלניות פורחות יפה במנחת מגידו,,
עוד יקינתונים,,
עמק האלה שבת 26.1.13,32.7626485,35.2901063
חירבת קיט ליד נחושה,,
פריחה מרשימה של שקדיות,,
"גם תורמוס א""י התחיל בחרוצים",,
אירוס ה ארגמן בשמורת חרוצים,,
בגליל המערבי,,
הדרום מאוד אדום ויפה,,
איריס הארגמן בקדימה,32.2925161,34.9076237
צבעונים בחוף הבונים?,,
עוד בהר חלוץ,31.26287,34.773255
הר חלוץ פריחה מגוונת,,
פריחות ברכס הכורכר נס ציונה,,
צומת חמת גדר,32.6862555,35.6592026
אירוס הביצות פורח בנחל סנין שבעמק השלום,,
"כלניות, אירוסים, רקפות, חמניות, שקדיות",,
נרקיס סתווי (אפיל),,
טיון דביק,,
אלניה נאה,31.2437791,34.79871327
כונדרילה סמרנית,,
פריחות בגן געש,31.681007,34.610007
טיונית החולות,,
מונטנגרו,,
פריחות בבקעה,,
השקדיות כאן ופורחות עכשיו,,
תורמוסים בתל שוכה בעמק האלה,,
פאתי מודיעין-שקדיות בחורבת נכס,,
"זהבית השלוחות, הרבה כלניות אדומות ועוד",,
"פאתי מודיעין-ח. נכס, בית ענבה ורגב",,
תורמוסים לירושלמים,,
פריחות ליד תקוע,32.05630865,34.87591246
אדמונית החורש הר הלל,33.0237108,35.278969
אוסץ פריחות מהבקעה,,
פריחות בנגב צפוני והר הנגב,,
פריחות בשמורת פורה תל נג׳ילה,,
אירוס הגלבוע בגולן,32.4327778,35.4175
ספלילה טבורית,,
קניון רמת אביב בריכות נוי,32.01249965,34.77937743
קריתמון ימי,,
חצבים בחרמון ועוד,,
חבצלות החוף פורחת,32.4711677,34.9460356
הירדן- השלמות לדיווח קודם,,
תל זרור-מזרחית לחדרה,32.141878,34.8349811
אירוס הגלבוע ליד מלכישוע,,
איריס ירוחם החלה,30.9512157,35.0795174
פריחות נוספות בכרמל,,
תורמוס צהוב בהרצליה,,
צנון פגיוני פורח במרבדים,,
פריחות בנימרה ובמישור סעיפים,,
שום שהתבלבל,,
גולן וחרמון,,
נרקיסי כבר פורחים,,
חלמונית זעירה ליד קיבוץ דליה,,
עונת פריחה ארוכה במיוחד,,
פריחות ביער כוכב יאיר,32.2242764,34.9935898
גן המיסדים גבעת עדה 30.10.15,32.5225233,34.9478199
פריחות באיזור נחשולים גי'סר והכרמל,,
נרקיסים וכרכומים בשמירת הבונים דור,,
נרקיסים באחו נוב,31.960943,34.823643
פריחה שלא בעונה,,
החלו לפרוח נרקיסים בפי גלילות,,
פריחות ליד חוות האלפקות בדרום,,
"רקפות, נרקיסים, כרכומים",32.642607,35.335927
צלף קוצני,,
שושן צחור בנחל כלח,31.5349543,34.5993508
משויה פעמונית פורחת,31.7505516,35.1679503
פריחה חורשת  הסרג'נטים  נתניה,32.30428905,34.87719031
מקום לנוח,31.88223415,34.82877493
חלמוניות בשיאה סתוונית התשבץ ברכס הבשנית,,
חלמונית זעירה כב רפורחת,,
13-10-2017 - בחולות ממשית חבצלת הנגב ובן-חצב מדברי,,
חלמוניות ועוד ברכס בוקר,,
מלכת הסתיו..החלמונית,,
חלמוניות בהר מירון,,
חלמוניות ליד ירוחם,30.9792723,34.8905856
אזור עופרה,31.9028279,34.8758284
מבשרי הסתיו בהר הנגב,,
חבצלת הנגב בממשית,31.034225,35.208414
07/03/18  ריבס --אירוס ירוחם,,
תורמוסים ברמות מנשה,,
פריחה נהדרת בגן לאומי חוף השרון,,
פריחה מרהיבה של צבעונים במדבר,,
"נחל קטלב-כרכומים, חינניות,נרקיסים ועוד",,
כרמל ועוד,,
נרקיסים ורקפות בבריכת המשושים,,
ניסמנית קיפחת,,
דרך נוף קרן הכרמל,32.797273,35.1035077
נרקיסים פורחים ליד כביש 6,,
פריחות בשלולית צ'רטה,,
דרך בורמה עיריות פורחות,,
צפון ומזרח חורבת זעק,,
רתמים,31.0539263,34.690428
מצפה גבולות,31.2051214,34.4554327
"פריחות בנחל פצאל ובייט""ב בבקעה",,
השלמות של מטיילי יום רביעי,,
מרבדי כלניות בחורשת טל,,
השקדיות ברחבי הארץ התעוררו,,
לצידי כביש 9 פורחים ( שתול),,
גבעת הצבעונים בחדרה,32.5662609,34.9199586
"הר עמשא, דרום הר חברון 08.03.16",,
פריחה לחובבי היחנוקים,,
סחלב הביצות פורח באחו בנימינה,,
